# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1433534	1435090	-					ahpF	66586243	MC195_RS06925	1557		old_locus_tag=MC195_06945
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1433534	1435090	-	WP_081569976.1	WP_081569976.1		alkyl hydroperoxide reductase subunit F	ahpF	66586243	MC195_RS06925	1557	518	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1435430	1435663	+						66586244	MC195_RS06930	234		old_locus_tag=MC195_06950
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1435430	1435663	+	WP_003656436.1	WP_003656436.1		DUF465 domain-containing protein		66586244	MC195_RS06930	234	77	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1435865	1436431	-					ahpC	66586245	MC195_RS06940	567		old_locus_tag=MC195_06960
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1435865	1436431	-	WP_003656441.1	WP_003656441.1		alkyl hydroperoxide reductase subunit C	ahpC	66586245	MC195_RS06940	567	188	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1436652	1437554	+						66586246	MC195_RS06945	903		old_locus_tag=MC195_06965
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1436652	1437554	+	WP_003656443.1	WP_003656443.1		hydrogen peroxide-inducible genes activator		66586246	MC195_RS06945	903	300	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1437568	1437744	-						70359693	MC195_RS09990	177		
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1437568	1437744	-	WP_277812781.1	WP_277812781.1		M48 family metallopeptidase		70359693	MC195_RS09990	177	58	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1437668	1438282	-						66586247	MC195_RS06950	615		old_locus_tag=MC195_06970
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1437668	1438282	-	WP_237049739.1	WP_237049739.1		YgjP-like metallopeptidase domain-containing protein		66586247	MC195_RS06950	615	204	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1438245	1439168	-						66586248	MC195_RS06955	924		old_locus_tag=MC195_06975
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1438245	1439168	-	WP_081570065.1	WP_081570065.1		D-alanine--D-alanine ligase		66586248	MC195_RS06955	924	307	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1439207	1440667	-					murC	66586249	MC195_RS06960	1461		old_locus_tag=MC195_06980
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1439207	1440667	-	WP_003656448.1	WP_003656448.1		UDP-N-acetylmuramate--L-alanine ligase	murC	66586249	MC195_RS06960	1461	486	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1440832	1441356	-						66586250	MC195_RS06965	525		old_locus_tag=MC195_06985
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1440832	1441356	-	WP_003656450.1	WP_003656450.1		GNAT family protein		66586250	MC195_RS06965	525	174	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1441657	1442760	-					murG	66586251	MC195_RS06970	1104		old_locus_tag=MC195_06990
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1441657	1442760	-	WP_081569977.1	WP_081569977.1		undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	murG	66586251	MC195_RS06970	1104	367	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1442866	1443837	-					gshB	66586252	MC195_RS06975	972		old_locus_tag=MC195_06995
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1442866	1443837	-	WP_003658778.1	WP_003658778.1		glutathione synthase	gshB	66586252	MC195_RS06975	972	323	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1443932	1444579	-					pyrE	66586253	MC195_RS06980	648		old_locus_tag=MC195_07000
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1443932	1444579	-	WP_003665971.1	WP_003665971.1		orotate phosphoribosyltransferase	pyrE	66586253	MC195_RS06980	648	215	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1444723	1445601	-					tsf	66586254	MC195_RS06985	879		old_locus_tag=MC195_07005
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1444723	1445601	-	WP_003656458.1	WP_003656458.1		translation elongation factor Ts	tsf	66586254	MC195_RS06985	879	292	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1445679	1446494	-					rpsB	66586255	MC195_RS06990	816		old_locus_tag=MC195_07010
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1445679	1446494	-	WP_003656460.1	WP_003656460.1		30S ribosomal protein S2	rpsB	66586255	MC195_RS06990	816	271	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1446728	1450336	-					smc	66586256	MC195_RS06995	3609		old_locus_tag=MC195_07015
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1446728	1450336	-	WP_081569978.1	WP_081569978.1		chromosome segregation protein SMC	smc	66586256	MC195_RS06995	3609	1202	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1450461	1450958	-						66586257	MC195_RS07000	498		old_locus_tag=MC195_07020
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1450461	1450958	-	WP_003656465.1	WP_003656465.1		RNA pyrophosphohydrolase		66586257	MC195_RS07000	498	165	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1451506	1451919	+						66586258	MC195_RS07005	414		old_locus_tag=MC195_07025
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1451506	1451919	+	WP_003656469.1	WP_003656469.1		OsmC family protein		66586258	MC195_RS07005	414	137	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1451916	1452338	+						66586259	MC195_RS07010	423		old_locus_tag=MC195_07030
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1451916	1452338	+	WP_003658768.1	WP_003658768.1		MAPEG family protein		66586259	MC195_RS07010	423	140	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1452356	1453063	-						66586260	MC195_RS07015	708		old_locus_tag=MC195_07035
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1452356	1453063	-	WP_003656473.1	WP_003656473.1		pantothenate kinase		66586260	MC195_RS07015	708	235	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1453118	1454011	-						66586261	MC195_RS07020	894		old_locus_tag=MC195_07040
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1453118	1454011	-	WP_003656475.1	WP_003656475.1		hypothetical protein		66586261	MC195_RS07020	894	297	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1454089	1454886	+						66586262	MC195_RS07025	798		old_locus_tag=MC195_07045
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1454089	1454886	+	WP_003656477.1	WP_003656477.1		sulfite exporter TauE/SafE family protein		66586262	MC195_RS07025	798	265	
gene	tRNA	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1454977	1455052	-						66586263	MC195_RS07030	76		old_locus_tag=MC195_07050
tRNA		GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1454977	1455052	-				tRNA-Phe		66586263	MC195_RS07030	76		anticodon=GAA
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1455330	1455488	+						66586264	MC195_RS07035	159		old_locus_tag=MC195_07055
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1455330	1455488	+	WP_003656479.1	WP_003656479.1		DUF1328 family protein		66586264	MC195_RS07035	159	52	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1455615	1457789	-						66586265	MC195_RS07040	2175		old_locus_tag=MC195_07060
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1455615	1457789	-	WP_003656482.1	WP_003656482.1		carboxy terminal-processing peptidase		66586265	MC195_RS07040	2175	724	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1458025	1459098	+					nagZ	66586266	MC195_RS07045	1074		old_locus_tag=MC195_07065
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1458025	1459098	+	WP_065249085.1	WP_065249085.1		beta-N-acetylhexosaminidase	nagZ	66586266	MC195_RS07045	1074	357	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1459338	1460708	-					gorA	66586267	MC195_RS07050	1371		old_locus_tag=MC195_07070
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1459338	1460708	-	WP_081569979.1	WP_081569979.1		glutathione-disulfide reductase	gorA	66586267	MC195_RS07050	1371	456	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1460896	1462128	-					serA	66586268	MC195_RS07055	1233		old_locus_tag=MC195_07075
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1460896	1462128	-	WP_226889978.1	WP_226889978.1		phosphoglycerate dehydrogenase	serA	66586268	MC195_RS07055	1233	410	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1462337	1466575	-					rpoC	66586269	MC195_RS07060	4239		old_locus_tag=MC195_07080
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1462337	1466575	-	WP_003663189.1	WP_003663189.1		DNA-directed RNA polymerase subunit beta'	rpoC	66586269	MC195_RS07060	4239	1412	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1466655	1470746	-					rpoB	66586270	MC195_RS07065	4092		old_locus_tag=MC195_07085
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1466655	1470746	-	WP_003656492.1	WP_003656492.1		DNA-directed RNA polymerase subunit beta	rpoB	66586270	MC195_RS07065	4092	1363	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1471166	1471540	-					rplL	66586271	MC195_RS07070	375		old_locus_tag=MC195_07090
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1471166	1471540	-	WP_003656495.1	WP_003656495.1		50S ribosomal protein L7/L12	rplL	66586271	MC195_RS07070	375	124	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1471598	1472101	-					rplJ	66586272	MC195_RS07075	504		old_locus_tag=MC195_07095
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1471598	1472101	-	WP_003656498.1	WP_003656498.1		50S ribosomal protein L10	rplJ	66586272	MC195_RS07075	504	167	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1472413	1473114	-					rplA	66586273	MC195_RS07080	702		old_locus_tag=MC195_07100
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1472413	1473114	-	WP_003656500.1	WP_003656500.1		50S ribosomal protein L1	rplA	66586273	MC195_RS07080	702	233	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1473114	1473545	-					rplK	66586274	MC195_RS07085	432		old_locus_tag=MC195_07105
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1473114	1473545	-	WP_003656501.1	WP_003656501.1		50S ribosomal protein L11	rplK	66586274	MC195_RS07085	432	143	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1473646	1474176	-					nusG	66586275	MC195_RS07090	531		old_locus_tag=MC195_07110
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1473646	1474176	-	WP_003658755.1	WP_003658755.1		transcription termination/antitermination protein NusG	nusG	66586275	MC195_RS07090	531	176	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1474198	1474671	-					secE	66586276	MC195_RS07095	474		old_locus_tag=MC195_07115
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1474198	1474671	-	WP_003656505.1	WP_003656505.1		preprotein translocase subunit SecE	secE	66586276	MC195_RS07095	474	157	
gene	tRNA	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1474735	1474810	-						66586277	MC195_RS07100	76		old_locus_tag=MC195_07120
tRNA		GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1474735	1474810	-				tRNA-Trp		66586277	MC195_RS07100	76		anticodon=CCA
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1474954	1476144	-					tuf	66586278	MC195_RS07105	1191		old_locus_tag=MC195_07125
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1474954	1476144	-	WP_003656211.1	WP_003656211.1		elongation factor Tu	tuf	66586278	MC195_RS07105	1191	396	
gene	tRNA	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1476416	1476490	-						66586279	MC195_RS07110	75		old_locus_tag=MC195_07130
tRNA		GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1476416	1476490	-				tRNA-Thr		66586279	MC195_RS07110	75		anticodon=GGT
gene	tRNA	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1476503	1476576	-						66586280	MC195_RS07115	74		old_locus_tag=MC195_07135
tRNA		GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1476503	1476576	-				tRNA-Gly		66586280	MC195_RS07115	74		anticodon=TCC
gene	tRNA	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1476603	1476686	-						66586281	MC195_RS07120	84		old_locus_tag=MC195_07140
tRNA		GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1476603	1476686	-				tRNA-Tyr		66586281	MC195_RS07120	84		anticodon=GTA
gene	tRNA	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1476768	1476843	-						66586282	MC195_RS07125	76		old_locus_tag=MC195_07145
tRNA		GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1476768	1476843	-				tRNA-Thr		66586282	MC195_RS07125	76		anticodon=TGT
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1477050	1477307	-						66586283	MC195_RS07130	258		old_locus_tag=MC195_07150
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1477050	1477307	-	WP_003656274.1	WP_003656274.1		helix-turn-helix transcriptional regulator		66586283	MC195_RS07130	258	85	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1477408	1478298	+						66586284	MC195_RS07135	891		old_locus_tag=MC195_07155
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1477408	1478298	+	WP_003658746.1	WP_003658746.1		WYL domain-containing transcriptional regulator		66586284	MC195_RS07135	891	296	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1478301	1479233	+						66586285	MC195_RS07140	933		old_locus_tag=MC195_07160
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1478301	1479233	+	WP_065249161.1	WP_065249161.1		ATP-binding protein		66586285	MC195_RS07140	933	310	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1479230	1479589	+						66586286	MC195_RS07145	360		old_locus_tag=MC195_07165
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1479230	1479589	+	WP_003658744.1	WP_003658744.1		hypothetical protein		66586286	MC195_RS07145	360	119	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1479591	1479998	+						66586287	MC195_RS07150	408		old_locus_tag=MC195_07170
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1479591	1479998	+	WP_003658741.1	WP_003658741.1		hypothetical protein		66586287	MC195_RS07150	408	135	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1479998	1480477	+						66586288	MC195_RS07155	480		old_locus_tag=MC195_07175
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1479998	1480477	+	WP_003656268.1	WP_003656268.1		hypothetical protein		66586288	MC195_RS07155	480	159	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1480530	1482032	-						66586289	MC195_RS07160	1503		old_locus_tag=MC195_07180
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1480530	1482032	-	WP_036334991.1	WP_036334991.1		chorismate-binding protein		66586289	MC195_RS07160	1503	500	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1482395	1482715	-						66586290	MC195_RS07165	321		old_locus_tag=MC195_07185
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1482395	1482715	-	WP_003658736.1	WP_003658736.1		NIF3 1		66586290	MC195_RS07165	321	106	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1482755	1483465	-					purC	66586291	MC195_RS07170	711		old_locus_tag=MC195_07190
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1482755	1483465	-	WP_003656263.1	WP_003656263.1		phosphoribosylaminoimidazolesuccinocarboxamide synthase	purC	66586291	MC195_RS07170	711	236	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1483519	1483791	-						66586292	MC195_RS07175	273		old_locus_tag=MC195_07195
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1483519	1483791	-	WP_003656261.1	WP_003656261.1		hypothetical protein		66586292	MC195_RS07175	273	90	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1483864	1484769	-					dapA	66586293	MC195_RS07180	906		old_locus_tag=MC195_07200
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1483864	1484769	-	WP_003656259.1	WP_003656259.1		4-hydroxy-tetrahydrodipicolinate synthase	dapA	66586293	MC195_RS07180	906	301	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1484950	1485570	-					tmk	66586294	MC195_RS07185	621		old_locus_tag=MC195_07205
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1484950	1485570	-	WP_003663695.1	WP_003663695.1		dTMP kinase	tmk	66586294	MC195_RS07185	621	206	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1485583	1486710	-					mltG	66586295	MC195_RS07190	1128		old_locus_tag=MC195_07210
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1485583	1486710	-	WP_003672407.1	WP_003672407.1		endolytic transglycosylase MltG	mltG	66586295	MC195_RS07190	1128	375	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1486816	1487640	-						66586296	MC195_RS07195	825		old_locus_tag=MC195_07215
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1486816	1487640	-	WP_003672405.1	WP_003672405.1		aminotransferase class IV		66586296	MC195_RS07195	825	274	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1487648	1488250	-						66586297	MC195_RS07200	603		old_locus_tag=MC195_07220
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1487648	1488250	-	WP_003656248.1	WP_003656248.1		hypothetical protein		66586297	MC195_RS07200	603	200	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1488369	1489163	+					aroE	66586298	MC195_RS07205	795		old_locus_tag=MC195_07225
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1488369	1489163	+	WP_003663700.1	WP_003663700.1		shikimate dehydrogenase	aroE	66586298	MC195_RS07205	795	264	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1489202	1489345	+						66586779	MC195_RS09730	144		
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1489202	1489345	+	WP_003656244.1	WP_003656244.1		hypothetical protein		66586779	MC195_RS09730	144	47	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1489577	1491397	+						66586299	MC195_RS07210	1821		old_locus_tag=MC195_07230
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1489577	1491397	+	WP_003656236.1	WP_003656236.1		acyl-CoA dehydrogenase C-terminal domain-containing protein		66586299	MC195_RS07210	1821	606	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1491534	1492484	+					trxB	66586300	MC195_RS07215	951		old_locus_tag=MC195_07235
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1491534	1492484	+	WP_013107689.1	WP_013107689.1		thioredoxin-disulfide reductase	trxB	66586300	MC195_RS07215	951	316	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1492622	1493812	-					tuf	66586301	MC195_RS07220	1191		old_locus_tag=MC195_07240
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1492622	1493812	-	WP_003656211.1	WP_003656211.1		elongation factor Tu	tuf	66586301	MC195_RS07220	1191	396	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1493933	1496059	-					fusA	66586302	MC195_RS07225	2127		old_locus_tag=MC195_07245
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1493933	1496059	-	WP_003656379.1	WP_003656379.1		elongation factor G	fusA	66586302	MC195_RS07225	2127	708	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1496219	1496692	-					rpsG	66586303	MC195_RS07230	474		old_locus_tag=MC195_07250
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1496219	1496692	-	WP_003656378.1	WP_003656378.1		30S ribosomal protein S7	rpsG	66586303	MC195_RS07230	474	157	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1496813	1497187	-					rpsL	66586304	MC195_RS07235	375		old_locus_tag=MC195_07255
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1496813	1497187	-	WP_003656377.1	WP_003656377.1		30S ribosomal protein S12	rpsL	66586304	MC195_RS07235	375	124	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1497404	1499533	-						66586305	MC195_RS07240	2130		old_locus_tag=MC195_07260
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1497404	1499533	-	WP_081569980.1	WP_081569980.1		EcsC family protein		66586305	MC195_RS07240	2130	709	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1499892	1501124	+						66586306	MC195_RS07245	1233		old_locus_tag=MC195_07265
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1499892	1501124	+	WP_003656374.1	WP_003656374.1		beta-ketoacyl synthase N-terminal-like domain-containing protein		66586306	MC195_RS07245	1233	410	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1501302	1502681	+						66586307	MC195_RS07250	1380		old_locus_tag=MC195_07270
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1501302	1502681	+	WP_003661780.1	WP_003661780.1		anthranilate synthase component I family protein		66586307	MC195_RS07250	1380	459	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1502697	1504493	-						66586308	MC195_RS07255	1797		old_locus_tag=MC195_07275
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1502697	1504493	-	WP_003661782.1	WP_003661782.1		aminopeptidase P family protein		66586308	MC195_RS07255	1797	598	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1504667	1504849	-						66586309	MC195_RS07260	183		old_locus_tag=MC195_07280
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1504667	1504849	-	WP_003656368.1	WP_003656368.1		hypothetical protein		66586309	MC195_RS07260	183	60	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1505076	1506689	-						66586310	MC195_RS07265	1614		old_locus_tag=MC195_07285
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1505076	1506689	-	WP_081569981.1	WP_081569981.1		surface lipoprotein assembly modifier		66586310	MC195_RS07265	1614	537	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1506691	1509693	-						66586311	MC195_RS07270	3003		old_locus_tag=MC195_07290
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1506691	1509693	-	WP_081569982.1	WP_081569982.1		lactoferrin/transferrin family TonB-dependent receptor		66586311	MC195_RS07270	3003	1000	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1509865	1512525	-						66586312	MC195_RS07280	2661		old_locus_tag=MC195_07300
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1509865	1512525	-	WP_081569984.1	WP_081569984.1		transferrin-binding protein-like solute binding protein		66586312	MC195_RS07280	2661	886	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1512950	1514536	-					lnt	66586313	MC195_RS07285	1587		old_locus_tag=MC195_07305
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1512950	1514536	-	WP_081569985.1	WP_081569985.1		apolipoprotein N-acyltransferase	lnt	66586313	MC195_RS07285	1587	528	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1514672	1514968	-						66586314	MC195_RS07290	297		old_locus_tag=MC195_07310
